,JID,Abstract,New_item,New_clause,cat
1876,"SLDV,108,婚,186,20191227,1",原告主張：被告于民國93年結婚，婚後雙方分居已逾14年，也再無聯絡往來，顯系惡意遺棄伊在繼續狀態中，因此請求法院判決離婚。,1,5,3
1877,"SLDV,108,婚,182,20191231,1",原告主張：被告雖于同年11月1日來台，卻於95年返回大陸地區後，即未再返台與伊同居生活，致雙方分居已逾13年，且無聯絡及往來，可見雙方具有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
1878,"SLDV,108,婚,181,20200331,1",原告主張：被告為大陸地區人民，雙方於民國91年結婚，婚後雙方返回臺灣居住，然被告突然不告而別，音訊全無，迄今未歸已逾10餘年，雙方長期分居，婚姻產生重大瑕疵而難以修復，因此請求法院判決離婚。,2,0,9
1879,"SLDV,108,婚,179,20200303,2",原告主張：被告即大陸地區人民陳秀珠於民國92年在大陸地區結婚，並於92年在台辦妥結婚登記，惟被告婚後未曾入境來台與原告同住生活，目前音訊全無，雙方分居迄今逾16年，是被告所為顯系惡意遺棄原告在繼續狀態中；且被告並無維繫婚姻之意願，雙方應有難以維持婚姻之重大事由存在，因此請求法院判決離婚。,1,5,3
1880,"SLDV,108,婚,178,20191029,1",原告主張：被告于民國99年結婚，婚後雙方分居已近4年，也無聯絡往來，顯系惡意遺棄伊在繼續狀態中，因此請求法院判決離婚。,1,5,3
1881,"SLDV,108,婚,173,20200204,1",原告主張：被告透過婚姻仲介認識，於民國92年於印尼結婚，雙方婚後於92年返台同住約1個月，被告即以胞弟結婚為由，要求原告與被告一同返回印尼，並透過一切可用之管道聯繫被告，被告皆避不見面，原告返台後仍設法與被告聯繫，被告除索取金錢不為任何回應，被告離家迄今逾15年。雙方分居已久，感情淡薄，婚姻已生重大破綻，難以維持，且可歸責于被告。因此請求法院判決離婚。,2,0,9
1882,"SLDV,108,婚,17,20200312,1",原告主張：被告與被告羅璿（大陸地區人民）於民國106年在大陸地區共同住居在臺北市南港區，為讓原告所生子女與被告相處和睦，並安排日本旅遊，之後家庭生活直到107年6月間，被告提及與前夫有事情要解決，本著夫妻信任之道購買機票讓其前往，約定在一星期後帶大女兒去探視並順道旅遊相處，但被告卻推諉有事，之後雖數次告知返回日期，仍一再拖延，因此分居至今，夫妻間信任破裂，實無再維持婚姻關係必要。因此請求法院判決離婚。,2,0,9
1883,"SLDV,108,婚,167,20200227,1",原告主張：被告為大陸地區人民，雙方於民國90年結婚，婚後雙方原約定於臺灣居住，然被告竟要求原告再給付新臺幣100萬元方願意來台，被告迄今未曾入境臺灣，音訊全無，雙方長期分居，婚姻產生重大瑕疵而難以修復，因此請求法院判決離婚。,2,0,9
1884,"SLDV,108,婚,159,20200117,2",原告主張：被告為菲律賓籍人，雙方於民國82年結婚，於82年結婚登記，婚姻關係現仍存續中，然婚後被告僅來臺灣與原告同住3個月後，即無故離家不履行同居義務，顯不願繼續婚姻關係，雙方分居已久，已有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
1885,"SLDV,108,婚,151,20200702,2",原告主張：被告與被告陳琬芸（原為柬埔寨國人，已歸化中華民國）於民國87年結婚，並育有4名子女，但被告于7年前未經原告同意，即攜同4名子女移居美國生活，期間被告雖曾以電話與原告聯繫，惟至今原告都沒有再見過小孩，被告顯然是惡意遺棄原告，因此請求法院判決離婚。,1,5,3
1886,"SLDV,108,婚,149,20191230,1",原告主張：雙方於民國83年結婚，原共同居住於臺北市，其後共同移居加拿大多倫多，並育有二子（均已成年），雙方均有中華民國國籍，另於87、88年取得加拿大國籍，婚姻關係現仍存續中，然於99年8月間，原告至大陸地區工作，雙方均以微信通訊軟體聯絡，因原告工作繁忙，每年均僅耶誕節回加拿大約10天，實質上雙方因聚少離多，已無正常夫妻關係，前被告多次向原告提議離婚，其後原告于107年返回加拿大時，提及協議離婚一事，然被告又反悔不同意，因雙方已長期分隔兩地，分居多年，已無可能再繼續共同生活於同一屋簷下，雙方婚姻已有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
1887,"SLDV,108,婚,145,20200504,1",原告主張：雙方於民國102年結婚，惟被告于107年在電梯內及電梯內擁吻，並進入雙方內湖星雲路住處發生性行為，于翌日10時57分許離開；另於108年在家中發現使用過之保險套及不知名毛髮。被告與配偶以外之人通姦，致雙方婚姻關係無法維繫，縱被告未與原告以外之人合意性交，其行為亦使雙方婚姻產生無法回復之破綻，因此請求法院判決離婚。,2,0,9
1888,"SLDV,108,婚,142,20200109,1",原告主張：雙方於民國87年結婚，婚後同住於臺北市，惟之後被告改至大陸地區工作，原每3個月返台1次，之後卻變為1年始返台1次，最後又因稅務問題，竟遭大陸地區法院限制出境，致使被告于103年出境後即未曾再返回臺灣地區，與原告履行同居義務，至今已逾5年，且雙方更因經濟問題，已長期無法溝通，被告亦因無法返台而向原告表示因其長期無法履行作為丈夫應盡的責任與義務，自願與原告離婚，並書立離婚協議書交予原告，可見雙方婚姻關係有名無實，確已無法繼續維持，因此請求法院判決離婚。,2,0,9
1889,"SLDV,108,婚,140,20191129,1",原告主張：被告于民國89年結婚，婚後雙方分居已近20年，且無任何聯絡及往來，迄今僅有任何聯絡及往來，已難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
1890,"SLDV,108,婚,136,20201130,1",原告主張：雙方於民國82年結婚，婚後居住于臺北市南港區。被告于86年間前往大陸地區經商，迄約1個半至3個月間返台團聚，但自97年起至105年間被告未曾與原告同居，雙方之子蔡佳翰於106年間任職被告大陸地區公司，原告輾轉自其他子女口中得知，被告在大陸地區已有同居之物件，且自106年4月起迄今未曾返台，夫妻情愛已消失殆盡，因此請求法院判決離婚。,2,0,9
1891,"SLDV,108,婚,133,20191017,1",原告主張：被告林雪飛（大陸地區人民、西元1972年生）於民國103年在大陸地區結婚，婚後被告曾來台共同生活，先後住過臺北市松江路及延平北路等處，惟被告在107年底卻無故離家，之後即去向不明，電話也聯絡不上，雖曾通報請求協尋，至今仍沒有消息，被告避不見面及履行同居義務，因認雙方婚姻已無法維持，因此請求法院判決離婚。,2,0,9
1892,"SLDV,108,婚,132,20190917,1",原告主張：雙方於民國101年結婚，嗣被告于102年間，因犯罪不願入監而遭通緝，至今離家不歸且下落不明，致雙方分居已逾6年，亦無任何聯絡往來，已有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
1893,"SLDV,108,婚,127,20201109,1",原告主張：被告于民國50年結婚，婚後育有五人。雙方自斯時起分居迄今。原告曾于86年間將土地徵收款新臺幣（下同）2千萬交由被告，供其家庭支出，惟被告自分居後對原告之生活情形不聞不問，對原告年邁之雙親亦未有關心或照顧，顯見被告早已無維持婚姻之意願。另外，雙方麼女張瑟鈺赴美國念書、結婚，被告亦不關心且拒絕參與婚禮，令原告灰心不已，亦證被告早已無心經營雙方間之婚姻。另原告父母骨骸早已遷往其他靈骨塔寺廟，由原告定期追思祭拜，其所提出之照片為數十年前所拍攝，其此部分主張顯為臨訟飾詞，因此請求法院判決離婚。,2,0,9
1894,"SLDV,108,婚,124,20191129,1",原告主張：雙方雖為夫妻，然被告于民國86、87年間為躲避債務而逕自離家，至今音訊全無，致雙方分居已逾20年，且無聯絡往來，顯系惡意遺棄伊於繼續狀態中，並造成雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
1895,"SLDV,108,婚,122,20200206,1",原告主張：被告于民國91年在大陸地區結婚並辦理結婚登記，之後原告返台辦妥結婚戶籍登記，並於92年前往大陸地區與被告相聚，不料被告竟親口告訴原告其已另有歸屬，不願履行與原告所訂婚姻約定，原告雖一再挽留仍遭其斷然拒絕，之後更斷絕聯繫，因此請求法院判決離婚。,1,5,3
1896,"SLDV,108,婚,121,20191220,1",原告主張：被告于民國96年結婚，婚後雙方分居已逾12年，且無任何聯絡及往來，更於100年在大陸地區協定離婚，可見雙方具有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
1897,"SLDV,108,婚,120,20190802,1",原告主張：被告從民國106年離家很多次，到處賭博、外面有男人，沒盡到夫妻關係。伊長期身體不好，沒人照顧等語，並聲明：請准原告與被告離婚。,2,0,9
1898,"SLDV,108,婚,12,20190919,1",原告主張：被告與大陸地區人民之被告于民國88年結婚，婚後被告來台同住，嗣原告因不諳大陸地區法律，誤觸法網而入監服刑十餘年，迄107年始返回臺灣，惟被告早于原告涉案偵、審期間即對原告不聞不問，嗣更行蹤不明音訊全無，遑論探視過原告，今原告刑滿出獄後，雙方仍無法聯繫，雙方長期分居，徒有夫妻之名而無夫妻之實，不具正常夫妻間之互信、互諒、互愛之情感基礎，已構成婚姻難以維持之重大事由，且被告對此事由應負主要之責。因此原告請求法院判決離婚。,2,0,9
1899,"SLDV,108,婚,116,20200106,1",原告主張：雙方於民國87年結婚，婚後定居在北投，被告經常飲酒後不去上班，對雙方所生之子漠不關心，家中開銷均由原告負擔。雙方因不滿長期遭被告冷落，遂於99年攜幼子回娘家居住。雙方分居後，被告從未找過原告，雙方所生之子由原告單獨扶養長大。雙方久未相處，感情淡薄，婚姻已生重大破綻而難以維持，且可歸責于被告。因此請求法院判決離婚。,2,0,9
1900,"SLDV,108,婚,114,20191129,1",原告主張：被告于民國106年再次結婚，婚後雙方關係現仍存續中，然被告長期在中國居住，未履行夫妻同居義務，且被告親友來台均由伊支應開銷，累積下來亦所費不，被告更于107年自行離開住處後返回中國，從此不再有何往來或聯絡，絲毫不顧伊之身體健康不佳，導致雙方感情破裂，也無和好之可能，為此原告請求法院判決離婚。,2,0,9
1901,"SLDV,108,婚,108,20191129,1",原告主張：被告與大陸地區人民之被告，于民國92年結婚，原在大陸地區同住生活，嗣伊因殺人案件經大陸地區法院判刑後入獄服刑，被告則從未前來探視，伊更於100年間遭遣返回台，至被告雖曾于92年間來台短暫停留，然已於93年間因居留問題遭到遣返，此後音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，致雙方分居已逾15年，且無任何聯絡往來，迄今音訊全無，因此請求法院判決離婚。,2,0,9
1902,"SLDV,108,婚,105,20191023,2",原告主張：被告即日本國人士戴未帆（皆川未帆minagawamiho）於民國107年在日本結婚，被告婚後曾於107年12月15日至16日、同年月22日至24日、107年12月28日至108年1月1日短期來台與原告同住，雙方並於107年在臺灣辦理結婚登記。惟雙方婚後相處有所摩擦，被告嗣于108年出境後，即未再與原告同住生活，拒絕履行同居義務，更數度發送訊息表示不願再返台生活，要求與原告離婚，是被告所為顯系惡意遺棄原告在繼續狀態中，且雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,1,5,3
1903,"SLDV,108,婚,100,20200624,2",原告主張：被告于民國84年結婚，原住新北市汐止區，然其後被告即遠赴美國定居未歸，雙方迄今分居數十年，分居期間，被告對原告生活狀況始終不聞不問，亦見雙方已無婚姻之實，顯有難以維持婚姻之重大事由，並達倘處於同一境地，任何人均將喪失維持婚姻之意願程度，且該重大事由可歸責于被告，為此原告請求法院判決離婚。,2,0,9
1904,"SLDV,107,婚,92,20190121,1",原告主張：雙方于民國105年在越南結婚，被告雖于106年來台同住，惟不久即無故離家，原告嗣得知被告已回越南，且拒與原告聯絡，迄今未再至臺灣，顯惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1905,"SLDV,107,婚,86,20190719,1","原告主張：雙方於81年結婚，並育有2名子女（均已成年），婚後戶籍登記在臺北市，嗣於84年共同前往澳洲生活，其後每年約回台1、2次，惟雙方婚後至今已無任何夫妻情感，二人雖生活於同一屋，然已幾無互動，形同陌路，且雙方更已合意分房一年以上，難認有夫妻之實。而雙方以二人名義在澳洲澳盛銀行開設之共同帳戶，並於106年將該帳戶內存款25萬95.36元澳幣，轉走其中23萬元澳幣（相當於新臺幣534萬2,900元）至自己帳戶，且該帳戶雖為雙方共同帳戶，但因被告到澳洲後幾無工作（曾擔任臨時工，但時間不長），因此請求法院判決離婚。雙方婚後於84年共同前往澳洲定居生活至今，惟雙方因感情不睦，至本件起訴時已合意分房1年以上等情，即被告亦不爭執雙方確自105年底起分房至今，惟辯稱：系因原告不願與其同床，而獨自睡在另一房間。經調查得知雙方雖不爭執自105年底起分房至今，但被告否認系雙方合意，即原告亦未舉證以資證明系雙方協議分房，則其主張系雙方合意後始分房即難相信。但雙方確自105年底起即已分房至今已逾2年多仍無法恢復同房等情為真正。因此請求法院判決離婚。",2,0,9
1906,"SLDV,107,婚,41,20190605,1",原告主張：雙方於民國94年在大陸地區結婚，被告雖來台同住，卻從未與原告同房、同床；外出或返回大陸時，均未告知行止；經常酒後返家，以辱駡方式虐待，更表示不願維持婚姻，致原告生活起居，僅能自己張羅；自102年分居，未曾聯絡，迄今未共同生活已逾5年，因此請求法院判決離婚。,1,3,2
1907,"SLDV,107,婚,382,20190805,1",原告主張：被告為越南國人，雙方於民國107年結婚，被告于107年來台同原告同住。被告屢次表示原告年紀太大，不愛原告、不喜歡臺灣等語，曾於107年離家出走，經原告請求警局協尋後接回。但被告于107年10月7日仍表示想離婚，旋即於當日搭機離開，迄今音訊全無。雙方分居已久，感情淡薄，婚姻關係已出現破綻，難期修復，且可歸責于被告，因此請求法院判決離婚。,2,0,9
1908,"SLDV,107,婚,370,20191031,1",原告主張：雙方於民國80年結婚，並育有1女乙（已成年），婚後共同經營廚具及衛浴事業，被告為擴展大陸地區事業版圖，長年旅居大陸地區，原告則將事業重心放在臺灣國內，僅偶爾前往大陸地區協助被告財務工作，原告于103年間接獲通知，得知被告在103年與其外遇物件曹美玲發生嚴重爭吵，失手將曹美玲殺害，而遭公安人員逮捕，原告斯時始知被告有與大陸地區員工曹美玲親密交往之外遇情事。被告因涉犯故意殺人罪，遭大陸地區山東省青島市中級人民法院判處死刑，緩刑2年執行，被告並已于106年發監服刑於大陸地區山東省濰坊監獄。被告因涉犯上開故意殺人案件滯留於大陸地區接受審判，自103年離台後，即未再回台與原告同住生活，導致雙方迄今仍呈分居狀態。又因被告現正在大陸地區山東省監獄服刑，短期內難以返台與原告共同生活修補婚姻，因此請求法院判決離婚。,2,0,9
1909,"SLDV,107,婚,369,20190329,1",原告主張：雙方於民國84年結婚，並育有現今成年之女兒，然因下列事由致生婚姻之破綻，且應以被告之可責程度較高：?被告婚後頻繁更換工作，曾陸續從事餐飲、炸雞、醫院管理、業務、安親班、製作麵包、飯店勞安等工作，卻無一技之長，待業時間經常超過半年，最近又因情緒失控引起同事害怕而從臺北榮民總醫院之勞安師職務離職，導致雙方及倪毓淳需依賴伊之工作養家，因此請求法院判決離婚。被告因婚姻壓力過大，造成免疫力問題，不僅更年期提早到來，亦於89、90年間進行疑似乳癌、子宮肌瘤等手術，繼於96年間因蜂窩性組織炎住院，繼於94年間因蜂窩性組織炎住院，繼於94年間因蜂窩性組織炎住院，繼於98年因急性手術自殺未遂，其後於98、102、104、106年陸續罹患膽囊炎、肺炎、右關節冷凍肩、乳房葉狀肉瘤而進行相關治療，被告不但未有關心或照顧，還以「妳怎麼不趕快去死一死」等語相激，甚至恐嚇要殺了伊後再同歸於盡，讓倪毓淳獨活云云，甚於107年因不同意用房屋貸款供倪毓淳讀書，而對伊三字經及各種不堪言語羞辱，造成雙方間出現難以彌補之裂痕。因此原告請求法院判決離婚。,2,0,9
1910,"SLDV,107,婚,365,20191120,1",原告主張：雙方于民國91年在越南結婚，被告婚後雖來台在臺北市士林區同住，惟於92年返回越南，迄今未再來台，顯惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1911,"SLDV,107,婚,364,20190731,1",原告主張：被告于民國92年無故離開，不再聞問家中各事，迄今未有聯繫，顯惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1912,"SLDV,107,婚,362,20190613,1",原告主張：被告與被告吳開素（大陸地區人民）於民國87年間結婚，婚後被告曾來台與原告同住在新北市，但被告陸續將原告之存款、勞保退休金騙走後即返回大陸地區，原告現今有心臟病、皮膚病、失智症狀，屢次告知請其返台照顧原告，被告都置之不理，106年間被告來台觀光時，竟又將原告中低收入補助款全數領走，不但未盡照顧義務，還將原告僅有之生活費領光後即返回大陸地區，顯系惡意遺棄原告在繼續狀態中，且其不願來台共同生活，實無繼續維持婚姻之意。因此請求法院判決離婚。,1,5,3
1913,"SLDV,107,婚,356,20190129,1",原告主張：雙方於民國105年結婚，惟被告婚後沒有正常工作，沈迷於手機賭博遊戲，未給付家庭生活費用，導致雙方住處遭斷水斷電，雙方也已簽立離婚協議書，但被告竟在簽名後斷絕聯絡，因此無法完成協定離婚之程式。被告上開所為，顯系惡意遺棄伊於繼續狀態中，並造成雙方有難以維持婚姻之重大事由，因此請求法院判決離婚。,1,5,3
1914,"SLDV,107,婚,354,20191231,2",原告主張：被告林明芳為大陸地區人民，雙方於民國92年在大陸地區結婚，原告旋即返回臺灣辦理結婚登記，惟被告婚後獨留在大陸地區，從未入境臺灣，雙方長期分住兩地各營生活，彼此毫無聯繫，感情疏離，分居迄今逾15年以上，實質上已無夫妻共同生活可言，難期雙方繼續經營和諧幸福之婚姻生活，可認雙方之婚姻已生嚴重破綻，顯有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
1915,"SLDV,107,婚,345,20200205,1",原告主張：雙方於民國92年在日本山梨縣結婚，嗣因經濟因素，原告于96年回台居住，據聞被告已在日本法院訴離離婚，但未將結果告知，事隔多年，因無聯繫，又找不到被告，顯然惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1916,"SLDV,107,婚,341,20190423,1",原告主張：雙方於民國60年間結婚，原在臺北市同居，惟因個性不合與價值觀差異而經常爭執，然于100年間伊住院時，被告不僅漠不關心，還用言語諷刺，伊心寒之下乃與被告協議分居，自同年8月10日搬出士林住處後，至今分居將近7年，且雙方分居期間少有互動，已有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
1917,"SLDV,107,婚,337,20190527,1","原告主張：被告為越南國人，雙方於民國103年在越南結婚，被告于103年入境，與原告同住在臺北市內湖區。被告于104年返回越南後，向原告要求匯款美金5,000元未果，即不再與原告聯繫，迄今音訊全無。雙方分居已久，感情淡薄，婚姻關係已出現破綻，難期修復，且可歸責于被告，因此請求法院判決離婚。",2,0,9
1918,"SLDV,107,婚,336,20190321,2",原告主張：雙方於民國63年結婚，並定居在新北市，婚後感情尚屬融洽，並育有2男1女等3名子女（均已成年），之後於78年間遷居於新北市三重區居住，但90年間被告獲多筆土地遺產，自此即不務正業，不但任意揮霍，且與家人妻小感情疏離，更置家中生計不顧，自此家中生活重擔落在原告一人肩。97年因舉債問題再度搬遷至新北市淡水區中正路居住，不料被告不願與家人共同生活，獨自搬新北市淡水區中正路生活，不料被告不願與家人共同生活，獨自搬新北市淡水區家庭主事，且與家人不相往來，更置家中生計不顧，自此家中生活重擔落在原告一人肩。97年因舉債問題再度搬遷至新北市淡水區中正路居住，不料被告不願與家人共同生活，更置家中生計不顧，自此家中生活重擔落在原告一人肩。97年因舉債問題再度搬遷至新北市淡水區中正路居住，不料被告不願與家人共同生活，又未得知其實際住居處所，雙方分居距今已近10年，期間毫無互動，加之鄰居還不如，實成路人，已無法達成實質夫妻生活之婚姻目的，因此請求法院判決離婚。,2,0,9
1919,"SLDV,107,婚,323,20191231,1",原告主張：被告于民國104年在越南結婚，並於105年在臺灣完成結婚登記。被告于105年9月9日入境來台，原告設宴與親朋好友分享喜悅。被告竟于同年9月中旬未告知原告及其他家人即不辭而別，離家出走，原告委請婚友社協助尋找被告未果，嗣經原告向內政部移民署查詢，始知被告業于同年9月21日離境返回越南，此後原告多次委請婚友社協助尋找被告，惟至今均毫無音訊。被告入境不到半月即不辭而別，嗣更返回越南，音訊全無，迄今逾2年8月，顯系惡意遺棄原告，且被告無繼續維繫婚姻之意思，雙方徒具夫妻之名而無夫妻之實，因此請求法院判決離婚。,1,5,3
1920,"SLDV,107,婚,291,20190419,1",原告主張：伊與越南國人之被告于民國106年結婚，婚後雙方雖未聯絡且音訊全無，顯系惡意遺棄伊在繼續狀態中，亦造成雙方已有難以維持婚姻之重大事由，為此原告請求法院判決離婚。,2,0,9
1921,"SLDV,107,婚,274,20190411,1",原告主張：雙方於民國88年結婚，婚後育有2名子女，但雙方長期以來因生活理念不合、溝通不良及家族相處不睦等問題，經常發生爭執，自100年開始即分居不見面，亦無日常聯繫，又因原告工作須長期居住在大陸地區，因此原告請求法院判決離婚。,2,0,9
1922,"SLDV,107,婚,273,20190128,1",原告主張：雙方於民國67年結婚，婚後曾在永和、板橋、七堵、汐止等處同住，被告于92年間起，擅自離開雙方在汐止之共同住處，此後音訊全無，致雙方分居至今。雙方所生之子女，皆由原告單獨扶養成人。雙方久未相處，感情淡薄，婚姻已生重大破綻而難以維持，且可歸責于被告。因此請求法院判決離婚。,2,0,9
1923,"SLDV,107,婚,260,20190605,1",原告主張：雙方於民國92年在印尼結婚，被告于結婚前，即在台工作，婚後亦于同年來台，並與原告同住，惟竟于同年10月16日返回印尼，迄未與原告聯絡或告明去向，顯惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1924,"SLDV,107,婚,259,20190506,1",原告主張：雙方於民國105年經人介紹相親認識，因原告從事機場接送工作，雙方很少見面，僅於105年10月後相約出遊數次，相識未深，被告亦隱瞞患有精神疾病之事實，因雙方皆已至適婚年齡，未進一步深入交往，而於106年4月22日舉辦婚宴，並於106年5月9日辦理結婚登記。雙方婚後開始與原告父母同住，嗣搬至臺北市。被告經常喃喃自語，躲在房內，不與任何人交往，僅于原告母親備妥飯菜後，方出房門吃飯，吃完飯又躲回房內，且于原告外出工作時，不斷電話干擾，並要求與車上乘客通話，行徑怪異。因此請求法院判決離婚。原告因患有精神疾病而處於驚恐狀態，無法與被告共營正常婚姻生活，請被告父母將被告攜回原生家庭，並請靈媒、乩童作法，皆無改善。原告因患有精神疾病而處於驚恐狀態，無法與被告共營正常婚姻生活，請被告父母將被告攜回原生家庭，令被告父母稱被告已出嫁而拒絕，雙方發生爭執。嗣原告與被告母親將被告送往振興醫院住院治療1個月，出院後，得知原告欲提出離婚訴訟，遂於107年將被告之衣物、棉被送至被告娘家。之後得知原告欲提出離婚訴訟，遂於107年將被告之衣物、棉被送至被告娘家，被告仍自稱是神仙化身、政黨主導人。因此請求法院判決離婚。,2,0,9
1925,"SLDV,107,婚,254,20190225,1",原告主張：被告于民國96年結婚，雙方婚後在新北市同住。嗣被告以探親為由，於98年返回印尼。原告起初仍每月匯款予被告，但被告1年多後停用原本電話，亦未與原告聯絡，迄今音訊全無。雙方分居已久，感情淡薄，婚姻已生重大破綻，難以維持，且可歸責于被告。因此請求法院判決離婚。,2,0,9
1926,"SLDV,107,婚,247,20200304,1",原告主張：雙方於民國86年在臺灣結婚，同住于臺北市，被告于87年無故返回韓國，迄未告知去向及聯絡方式，顯惡意遺棄原告在繼續狀態中，因此請求法院判決離婚。,1,5,3
1927,"SLDV,107,婚,242,20190201,1",原告主張：伊與印尼國人之被告于民國107年結婚，婚姻關係現仍存續中，然被告以其家人反對為由，不願繼續婚姻關係，也不願依約來台生活，致雙方分居將近1年，已有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
1928,"SLDV,107,婚,234,20190524,1",原告主張：被告于民國84年與原告結婚，然被告婚後變得躁郁、易怒，有暴力傾向。被告于101年與原告起衝突，被提告傷害，其因心生害怕，遂於101年8月擅自離境，至今未履行婚姻和家庭責任，惡意遺棄原告在繼續狀態中。因此請求法院判決離婚。,2,0,9
1929,"SLDV,107,婚,223,20190417,1",原告主張：雙方為夫妻，育有三名子女（現均已成年），自民國64年結婚起，系與被告父母同住，期間，因被告常有言語暴力；且投資不利、巨額虧損、欠債龐大，致債權人多找原告代償；更結交女友自歡，以此對原告及他人炫耀，將照顧子女、公婆及家務，全部推由原告處理；各種不堪事由長期積累結果，原告受虐而身心俱疲，遂於84年遷出，分居迄今逾22年，雙方早無夫妻之實，因此請求法院判決離婚。,2,0,9
1930,"SLDV,107,婚,213,20190524,1",原告主張：被告李逸蓁為泰國國人，於民國103年與原告結婚，然嗣被告竟將家中有價值物品搬完，離家出走，惡意遺棄原告在繼續狀態中。因此請求法院判決離婚。,2,0,9
1931,"SLDV,107,婚,204,20190524,1",原告主張：被告阮嬌仙為越南國人，於民國106年與原告結婚，然被告于107年說要回越南一個月，然之後卻不回來，惡意遺棄原告在繼續狀態中。因此請求法院判決離婚。,2,0,9
1932,"SLDV,107,婚,199,20190214,1",原告主張：被告于民國96年結婚，迄今10年有餘，不料結婚以來被告非但不理家務，常留宿在外未歸甚已達惡意遺棄原告于不顧，又本件離婚之主要原因，全系被告故意所致，並於107年經內政部移民署查詢得知被告已于104年中出境後，至今再無入境紀錄，且無法聯繫音訊全無，導致完全無履行同居義務之要件，因此請求法院判決離婚。,1,5,3
1933,"SLDV,107,婚,164,20210219,1",原告主張：被告與被告阮雪華（nguyentuyethoa、越南國人、西元1993年生）經仲介介紹認識，於民國104年結婚，之後被告在105年來台共同生活，但因不適應在台婚姻生活，于同年10月16日離台後迄今未再返回，經聯絡後被告表示不願再來，因認無法維持雙方婚姻關係，因此請求法院判決離婚。,2,0,9
1934,"SLDV,107,婚,161,20190131,1",原告主張：被告高翠萍為大陸人，於民國95年與原告結婚，然被告竟于96年離家出走，惡意遺棄原告在繼續狀態中。因此請求法院判決離婚。,2,0,9
1935,"SCDV,110,婚,93,20211019,1",原告主張：雙方於民國61年結婚，育有2名子女（均已成年）。然被告自68年起無故離家不歸，行方不明，雙方全無聯繫往來，已無共同經營家庭生活之意願，婚姻顯生重大破綻而無回復之望，且可歸責于被告，因此請求法院判決離婚。,2,0,9
1936,"SCDV,110,婚,86,20210730,1",原告主張：雙方於84年結婚，婚後初始感情穩定，並育有子女三名，現皆已成年。被告于103年6月間，因涉詐欺取財案件，經本院107年度刑事判決判處有期徒刑，上訴後經臺灣高等法院以107年度上易字第1484號刑事判決改判被告2年有期徒刑，緩刑5年之刑度，許其自新之機會。惟被告卻未能警惕，於106年6月間再次犯詐欺取財罪，受本院107年度易字第654號刑事判決判處拘役59日，又前經宣告緩刑之判決亦經撤銷，上開二件刑事案件合併受應執行刑2年2月確定，被告現在新竹監獄執行中。查被告屢因故意犯詐欺取財多次，雖經法院給予緩刑機會，卻未能履行緩刑條件，遭本院撤銷緩刑，嗣經本院裁定合併定應執行有期徒刑2年確定，原告于110年1月初左右方知悉此事。又查，被告于110年1月初又再因故意犯詐欺取財多次，雖經法院給予緩刑機會，卻未能履行被告自恃私私罪，視我國刑法規範於無物，縱經法院給予緩刑機會卻仍不知反省，因此請求法院判決離婚。然觀被告110年2月8日所提家事答辯狀之內文，被告亦有離婚之意願，僅系對簽署離婚協定之方式有所，亦足見雙方早已無共同維繫婚姻之意思，因此請求法院判決離婚。,1,10,8
